,STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2
742,other,12,U,M,2,L,F,B
743,WA,46,H,M,3,L,G,D
744,CA,40,H,F,2,L,G,B
745,CA,13,U,F,3,L,F,A
746,CA,21,H,other,3,L,D,A
747,IN,30,H,M,2,L,G,A
748,other,40,U,F,3,L,E,D
749,WA,27,H,M,3,L,E,B
750,FL,18,U,F,3,L,F,A
751,other,42,H,F,2,L,G,B
752,other,51,H,M,3,L,F,B
753,other,21,U,other,1,L,E,B
754,other,42,U,other,2,L,G,B
755,GA,38,H,M,2,L,F,D
756,other,24,H,F,3,L,D,B
757,IL,27,H,F,2,L,G,A
758,CA,44,H,F,3,L,G,C
759,other,13,U,F,3,L,F,B
760,TX,39,H,F,2,L,E,C
761,CA,13,H,F,3,L,F,A
762,other,49,U,F,3,L,F,D
763,FL,11,U,F,2,L,F,A
764,CA,42,H,M,2,L,G,D
765,FL,30,H,F,3,L,D,A
766,other,12,H,F,3,L,D,B
767,MI,42,U,F,2,L,G,C
768,other,34,U,F,2,L,D,C
769,CA,6,U,M,3,L,E,A
770,other,35,H,M,3,L,D,B
771,FL,29,H,F,3,L,F,B
772,CA,49,H,M,3,L,G,C
773,CA,40,U,M,3,L,E,C
774,WA,51,U,M,1,L,D,C
775,CA,38,U,F,3,L,G,B
776,FL,24,H,F,2,L,F,C
777,CA,2,U,F,3,L,D,A
778,other,44,U,F,2,L,F,B
779,CA,40,H,M,2,L,F,B
780,GA,35,H,M,1,L,G,A
781,FL,12,H,M,3,L,E,A
782,CA,41,H,F,3,L,F,B
783,other,51,U,M,2,L,F,D
784,other,43,U,F,2,L,F,D
785,IN,22,U,F,3,L,F,C
786,WI,44,H,M,2,L,G,C
787,FL,3,U,M,3,L,E,A
788,other,30,U,F,3,L,E,D
789,MI,43,U,M,3,L,E,D
790,IL,1,U,F,1,L,F,A
791,IL,18,H,M,2,L,G,A
792,other,46,U,M,1,L,E,B
793,CA,27,H,F,3,L,G,B
794,TX,2,H,F,3,L,F,A
795,CA,9,U,F,3,L,F,A
796,other,35,H,F,3,L,D,B
797,FL,29,U,M,1,L,G,B
798,WA,40,U,M,3,L,G,A
799,FL,29,H,M,3,L,F,A
800,CA,40,H,F,3,L,E,C
801,FL,47,U,M,1,L,F,B
802,WI,24,U,F,3,L,F,B
803,WI,53,U,F,3,L,E,D
804,other,51,H,F,3,L,E,B
805,other,30,H,M,3,L,F,C
806,CA,3,H,F,3,L,D,A
807,other,41,H,F,2,L,G,B
808,FL,25,H,F,3,L,G,C
809,other,32,H,F,3,L,E,B
810,other,45,U,F,3,L,G,D
811,WI,16,H,M,3,L,D,B
812,other,35,H,other,1,L,G,B
813,other,41,H,M,3,L,G,D
814,MI,14,U,M,3,L,E,A
815,other,50,U,F,3,L,F,B
816,CA,7,U,F,3,L,E,A
817,CA,4,U,F,3,L,G,A
818,GA,41,U,F,3,L,F,C
819,FL,36,H,F,3,L,E,B
820,other,41,H,F,3,L,D,B
821,other,45,U,F,3,L,G,D
822,CA,10,H,M,2,L,F,B
823,GA,40,H,M,1,L,F,A
824,MI,12,U,other,3,L,E,A
825,FL,28,H,F,1,L,D,C
826,other,16,H,F,2,L,F,B
827,MI,14,U,F,3,L,G,A
828,CA,46,U,M,3,L,F,C
829,TX,21,H,F,2,L,F,A
830,GA,25,H,F,3,L,G,A
831,CA,11,U,M,3,L,F,A
832,NC,32,U,F,2,L,F,B
833,other,26,H,F,3,L,F,B
834,other,30,H,M,3,L,G,B
835,GA,34,H,F,3,L,F,D
836,IN,37,U,F,2,L,F,D
837,IL,51,H,F,3,L,F,D
838,other,40,U,F,3,L,F,B
839,TX,18,H,M,2,L,G,A
840,IN,35,U,M,3,L,F,C
841,NC,36,U,F,3,L,G,C
842,other,30,H,F,3,L,F,B
843,MO,41,U,F,3,L,E,D
844,FL,28,H,F,3,L,E,C
845,other,35,H,M,3,L,E,B
846,other,31,U,F,3,L,G,C
847,other,21,U,M,3,L,G,B
848,TX,39,U,F,1,L,E,C
849,IL,35,U,F,3,L,G,A
850,other,12,H,M,3,L,F,B
851,GA,14,H,F,3,L,F,A
852,TX,39,H,M,3,L,E,B
853,other,22,H,F,3,L,F,B
854,IL,12,H,M,3,L,F,A
855,MI,39,H,F,2,L,E,C
856,IL,40,H,M,3,L,F,A
857,other,4,H,F,3,L,F,B
858,other,49,H,M,2,L,F,B
859,other,51,U,F,2,L,E,D
860,other,45,U,M,2,L,F,D
861,other,31,U,F,2,L,F,B
862,GA,47,U,F,3,L,G,D
863,FL,3,H,M,3,L,F,A
864,IN,21,H,F,3,L,F,B
865,IL,2,H,F,3,L,F,A
866,other,31,U,M,2,L,F,C
867,TX,11,H,F,2,L,G,B
868,CA,3,H,M,3,L,F,A
869,other,49,U,F,2,L,E,D
870,other,45,U,F,3,L,E,D
871,other,24,H,M,3,L,E,B
872,other,24,U,M,2,L,E,C
873,other,48,U,M,3,L,F,D
874,FL,35,H,F,3,L,F,C
875,CA,8,U,F,3,L,G,A
876,CA,9,U,F,2,L,F,A
877,WI,28,U,F,3,L,D,C
878,CA,40,H,M,3,L,G,A
879,MI,41,U,F,3,L,E,D
880,MO,18,H,F,3,L,G,B
881,other,39,H,F,3,L,G,B
882,WA,16,U,F,1,L,F,B
883,FL,27,H,F,3,L,E,A
884,FL,6,H,F,3,L,F,A
885,WI,38,U,M,1,L,E,B
886,MI,27,U,M,3,L,F,C
887,other,4,U,M,2,L,F,B
888,other,34,H,M,3,L,F,B
889,FL,23,H,M,2,L,G,B
890,WA,42,U,M,1,L,F,A
891,other,24,U,other,3,L,F,B
892,other,22,U,M,3,L,E,A
893,other,53,H,F,3,L,F,D
894,CA,13,U,F,2,L,G,A
895,MO,12,H,M,3,L,G,B
896,other,49,U,M,2,L,F,D
897,FL,27,H,M,3,L,F,C
898,FL,2,H,F,3,L,E,A
899,NC,49,U,M,3,L,F,B
900,TX,39,U,F,2,L,D,B
901,MI,43,U,M,3,L,F,D
902,other,12,H,F,2,L,F,A
903,other,40,H,F,3,L,E,A
904,other,36,U,M,3,L,F,D
905,TX,45,H,M,3,L,F,C
906,TX,24,H,M,3,L,F,C
907,IL,37,U,F,2,L,F,A
908,FL,18,H,F,2,L,F,A
909,FL,28,H,F,1,L,F,A
910,CA,2,H,F,3,L,G,A
911,TX,14,H,F,2,L,G,A
912,CA,11,H,F,3,L,F,A
913,other,30,H,M,3,L,E,B
914,other,51,H,F,2,L,F,D
915,FL,21,U,F,2,L,G,A
916,other,46,H,F,3,L,F,B
917,other,43,U,F,3,L,F,C
918,other,21,U,F,2,L,F,B
919,MO,23,H,F,3,L,D,A
920,NC,28,U,M,3,L,E,C
921,other,40,H,F,3,L,G,C
922,CA,17,H,M,3,L,E,A
923,other,30,H,F,1,L,F,B
924,MO,30,U,F,1,L,D,B
925,MO,38,U,F,3,L,E,D
926,TX,9,U,F,3,L,E,B
927,WI,44,U,other,3,L,F,C
928,CA,14,U,F,3,L,F,A
929,FL,39,U,M,3,L,F,A
930,other,34,H,M,3,L,F,D
931,CA,20,H,F,2,L,F,A
932,MO,16,H,M,3,L,F,A
933,other,49,U,F,2,L,F,C
934,WA,11,U,other,1,L,G,A
935,NC,27,H,F,2,L,F,C
936,other,27,H,F,3,L,F,C
937,TX,22,U,F,3,L,F,A
938,GA,24,H,F,3,L,F,B
939,TX,14,U,F,3,L,F,A
940,CA,10,U,M,2,L,F,B
941,FL,20,U,M,3,L,F,A
942,other,51,U,M,2,L,E,D
943,WI,10,H,F,3,L,F,A
944,MI,49,H,F,3,L,E,B
945,other,10,U,F,3,L,F,A
946,WI,51,U,F,3,L,F,C
947,other,40,H,F,3,L,D,D
948,other,11,H,F,3,L,F,A
949,IL,2,H,F,2,L,G,A
950,IL,27,H,M,3,L,F,A
951,IL,36,U,M,2,L,D,D
952,FL,48,H,F,2,L,D,C
953,other,25,H,M,3,L,G,B
954,other,39,U,M,1,L,F,B
955,other,41,U,F,3,L,F,B
956,GA,39,H,F,2,L,G,C
957,other,50,H,M,3,L,F,D
958,CA,10,H,F,2,L,D,A
959,WI,53,U,F,1,L,D,D
960,CA,20,U,M,3,L,F,A
961,GA,35,H,M,1,L,F,B
962,other,14,H,F,1,L,F,B
963,other,40,H,M,2,L,F,B
964,MI,10,H,F,2,L,F,A
965,GA,12,H,M,3,L,G,B
966,other,34,H,F,2,L,F,C
967,other,27,U,F,3,L,F,C
968,CA,3,H,M,3,L,F,A
969,CA,27,H,F,2,L,G,A
970,IL,24,H,F,3,L,F,A
971,FL,41,U,F,3,L,F,B
972,other,34,H,M,2,L,G,D
973,TX,18,U,M,3,L,D,A
974,other,12,H,F,1,L,F,B
975,CA,30,H,F,1,L,G,A
976,other,12,U,F,3,L,F,A
977,other,43,U,M,3,L,F,D
978,WI,8,U,M,2,L,E,A
979,CA,24,H,M,3,L,E,A
980,CA,31,H,F,3,L,E,A
981,CA,2,H,F,3,L,F,A
982,MO,39,H,M,2,L,F,A
983,MO,45,U,M,3,L,F,B
984,other,9,H,M,3,L,F,B
985,IN,44,H,M,3,L,E,B
986,other,27,U,F,3,L,F,C
987,other,3,U,F,3,L,E,D
988,CA,9,H,F,3,L,F,A
989,MI,11,U,F,3,L,F,A
990,NC,35,H,F,2,L,F,B
991,other,12,H,F,3,L,F,B
992,other,44,U,M,2,L,G,B
993,other,42,U,F,3,L,F,D
994,FL,17,H,F,3,L,F,B
995,CA,7,U,F,3,L,F,A
996,NC,44,U,F,2,L,G,D
997,FL,5,H,F,3,L,F,A
998,MO,34,H,other,3,L,D,B
999,IN,36,H,M,3,L,F,D
1000,FL,3,U,F,3,L,F,A
1001,GA,35,H,other,3,L,G,A
1002,FL,45,H,F,2,L,E,C
1003,TX,13,H,M,3,L,F,A
1004,FL,28,U,F,3,L,F,B
1005,CA,14,H,M,2,L,G,A
1006,other,30,H,F,3,L,F,C
1007,other,37,U,M,3,L,E,B
1008,other,50,U,M,2,L,F,D
1009,NC,27,H,M,3,L,E,B
1010,other,43,H,M,3,L,F,B
1011,NC,49,H,M,3,L,F,C
1012,other,14,H,F,3,L,F,A
1013,TX,49,H,F,2,L,G,D
1014,CA,10,H,F,3,L,G,A
1015,other,45,U,F,3,L,F,D
1016,GA,15,H,M,3,L,E,A
1017,TX,48,U,M,3,L,F,D
1018,FL,7,H,F,2,L,F,A
1019,other,21,H,F,3,L,G,B
1020,GA,30,H,F,3,L,F,A
1021,IN,43,U,M,3,L,E,D
1022,other,42,H,M,2,L,F,C
1023,other,46,U,F,3,L,E,D
1024,CA,23,U,M,3,L,G,A
1025,CA,19,U,F,1,L,F,A
1026,other,30,U,M,3,L,E,C
1027,CA,18,H,M,2,L,E,A
1028,IL,10,H,other,3,L,E,A
1029,other,18,H,M,3,L,F,C
1030,other,14,H,M,3,L,G,B
1031,WA,13,U,M,3,L,G,A
1032,TX,12,H,M,2,L,G,A
1033,NC,32,H,M,2,L,D,B
1034,other,35,H,F,3,L,F,C
1035,other,12,H,F,3,L,G,B
1036,CA,18,U,F,3,L,E,A
1037,IL,3,H,F,3,L,F,A
1038,other,43,U,F,3,L,E,D
1039,IN,35,H,M,3,L,F,C
1040,other,14,H,F,3,L,F,B
1041,TX,2,H,F,1,L,G,B
1042,WA,40,H,M,3,L,G,C
1043,other,41,U,F,3,L,F,D
1044,CA,12,U,F,3,L,F,A
1045,IN,36,H,M,2,L,F,D
1046,WI,18,H,M,3,L,F,B
1047,FL,41,U,M,1,L,E,A
1048,NC,40,H,F,3,L,F,B
1049,WA,35,U,F,3,L,F,A
1050,other,25,U,M,2,L,E,C
1051,IL,35,H,M,3,L,F,A
1052,CA,35,H,M,3,L,E,A
1053,other,34,H,F,2,L,F,D
1054,MI,32,U,F,2,L,E,A
1055,NC,46,H,F,3,L,D,C
1056,IN,21,H,F,3,L,E,B
1057,WI,30,H,F,2,L,G,C
1058,TX,9,U,M,3,L,F,A
1059,other,53,H,F,2,L,F,D
1060,other,2,H,F,3,L,E,B
1061,other,35,U,F,3,L,G,B
1062,other,41,U,M,1,L,E,B
1063,FL,33,H,M,3,L,D,C
1064,CA,8,U,M,3,L,G,A
1065,NC,36,H,F,3,L,F,B
1066,other,41,H,M,3,L,E,C
1067,WA,30,H,M,2,L,F,C
1068,CA,35,H,other,3,L,F,A
1069,other,46,U,F,2,L,F,D
1070,other,29,U,M,3,L,F,B
1071,IL,44,U,F,3,L,F,C
1072,other,13,H,M,2,L,E,B
1073,other,41,H,F,2,L,F,D
1074,NC,43,H,M,2,L,E,D
1075,other,16,U,F,3,L,G,B
1076,TX,52,U,M,2,L,F,D
1077,other,39,H,F,3,L,G,C
1078,other,32,H,M,3,L,F,B
1079,other,12,H,F,3,L,F,A
1080,MI,10,H,F,2,L,E,A
1081,other,26,H,M,3,L,G,B
1082,CA,12,H,other,2,L,F,A
1083,other,38,H,M,2,L,G,B
1084,other,24,H,F,2,L,G,B
1085,MI,18,H,M,3,L,E,B
1086,IL,27,H,M,2,L,G,A
1087,IN,39,H,other,2,L,G,C
1088,GA,47,U,F,3,L,E,D
1089,other,48,H,F,3,L,E,D
1090,CA,18,H,M,3,L,E,B
1091,other,44,U,F,1,L,G,D
1092,CA,7,H,M,3,L,E,A
1093,other,40,U,other,3,L,E,D
1094,CA,3,H,F,3,L,D,A
1095,other,35,H,M,3,L,G,D
1096,MI,44,U,M,3,L,F,B
1097,IL,8,U,F,3,L,G,A
1098,other,40,U,M,2,L,F,D
1099,MO,14,H,M,3,L,F,B
1100,NC,27,H,M,3,L,F,B
1101,other,46,H,F,2,L,E,D
1102,CA,5,H,other,3,L,F,A
1103,IN,36,U,M,3,L,F,B
1104,CA,3,H,M,3,L,F,A
1105,CA,17,H,M,3,L,D,A
1106,WI,12,H,M,3,L,F,B
1107,MI,40,U,F,3,L,F,C
1108,other,7,H,F,3,L,F,B
1109,TX,14,H,F,3,L,E,A
1110,CA,39,H,M,3,L,F,B
1111,NC,34,U,F,3,L,F,B
1112,IL,3,H,F,3,L,F,A
1113,other,39,H,F,2,L,E,B
1114,IN,31,H,F,3,L,E,C
1115,CA,43,U,F,2,L,F,C
1116,TX,19,H,M,2,L,F,B
1117,CA,48,H,F,2,L,F,B
1118,CA,8,H,F,3,L,G,A
1119,FL,29,U,F,3,L,F,A
1120,WI,49,U,M,2,L,F,D
1121,CA,20,H,F,1,L,G,A
1122,CA,10,H,F,3,L,E,A
1123,other,44,U,F,3,L,G,B
1124,TX,49,U,F,2,L,D,D
1125,other,41,H,M,2,L,E,D
1126,other,18,U,M,3,L,E,B
1127,other,5,H,F,1,L,D,B
1128,FL,20,H,F,1,L,F,B
1129,TX,7,U,F,3,L,F,B
1130,TX,17,H,F,3,L,E,B
1131,CA,2,H,M,3,L,F,B
1132,other,40,H,F,2,L,G,C
1133,other,24,U,F,1,L,G,B
1134,other,24,H,M,3,L,G,B
1135,FL,15,U,F,3,L,F,B
1136,CA,2,H,M,2,L,F,A
1137,other,40,U,M,3,L,G,A
1138,CA,6,U,F,3,L,F,A
1139,CA,12,U,M,3,L,F,A
1140,IL,5,U,M,3,L,G,A
1141,CA,3,H,M,1,L,G,A
1142,FL,23,U,F,3,L,G,C
1143,TX,35,H,M,3,L,F,A
1144,other,24,H,M,3,L,F,B
1145,CA,1,U,M,3,L,F,A
1146,FL,28,U,F,3,L,E,B
1147,MI,5,H,F,2,L,F,A
1148,other,40,H,F,3,L,F,A
1149,NC,24,H,M,3,L,F,B
1150,CA,8,H,M,3,L,E,A
1151,FL,29,H,F,2,L,E,A
1152,other,24,H,F,2,L,D,C
1153,CA,40,H,F,2,L,F,B
1154,other,34,U,F,3,L,F,B
1155,other,40,U,M,3,L,F,C
1156,other,11,H,M,3,L,E,A
1157,other,40,U,M,1,L,F,C
1158,other,43,U,M,2,L,F,D
1159,other,45,H,F,2,L,E,D
1160,CA,36,U,F,3,L,E,C
1161,other,34,U,F,1,L,F,D
1162,other,24,H,M,3,L,E,B
1163,other,40,U,F,3,L,F,B
1164,IL,41,H,M,3,L,F,D
1165,other,16,H,F,3,L,F,B
1166,CA,9,U,F,3,L,F,A
1167,CA,2,H,other,3,L,F,A
1168,CA,44,H,M,1,L,F,C
1169,TX,48,U,F,2,L,F,D
1170,other,40,U,M,1,L,E,C
1171,CA,35,H,M,1,L,G,B
1172,other,36,U,M,3,L,F,C
1173,FL,6,H,M,2,L,G,A
1174,CA,27,H,M,3,L,F,C
1175,WA,39,H,F,2,L,F,A
1176,CA,8,U,F,3,L,F,A
1177,CA,35,H,M,3,L,E,B
1178,CA,8,H,M,2,L,F,B
1179,GA,47,H,M,2,L,E,D
1180,other,30,H,F,3,L,E,B
1181,CA,24,H,F,3,L,F,A
1182,TX,30,H,M,3,L,F,C
1183,MI,40,H,M,2,L,F,A
1184,CA,17,H,F,2,L,F,B
1185,other,49,U,F,3,L,F,D
1186,other,49,H,M,3,L,G,B
1187,other,37,H,M,3,L,F,C
1188,GA,12,H,F,3,L,F,A
1189,MO,24,U,F,3,L,F,A
1190,CA,45,U,F,2,L,D,B
1191,TX,15,U,M,3,L,E,A
1192,IN,40,U,M,3,L,F,C
1193,CA,35,U,F,3,L,F,B
1194,WI,49,H,M,2,L,G,D
1195,other,45,U,M,2,L,F,D
1196,other,27,U,F,3,L,G,D
1197,FL,2,H,F,3,L,F,A
1198,other,32,H,F,3,L,E,B
1199,IN,11,U,F,3,L,G,B
1200,MI,17,U,M,3,L,F,C
1201,CA,23,U,other,1,L,F,B
1202,GA,39,U,F,3,L,E,D
1203,TX,14,H,F,3,L,F,A
1204,WA,13,U,F,3,L,E,C
1205,other,10,H,other,3,L,F,B
1206,other,12,H,F,3,L,G,A
1207,CA,35,H,F,3,L,D,A
1208,WA,16,H,M,3,L,E,B
1209,TX,3,H,F,1,L,F,A
1210,other,24,H,M,3,L,E,B
1211,IL,21,H,F,3,L,F,B
1212,MI,40,U,F,3,L,F,A
1213,other,21,U,M,3,L,G,B
1214,CA,46,U,M,3,L,F,A
1215,other,40,U,F,3,L,D,D
1216,TX,42,H,F,2,L,F,C
1217,IN,46,U,F,3,L,F,D
1218,FL,30,U,F,1,L,E,B
1219,TX,52,U,F,2,L,E,D
1220,other,42,U,F,3,L,D,D
1221,other,42,U,M,3,L,F,D
1222,MI,21,U,F,1,L,D,A
1223,other,24,H,F,2,L,G,B
1224,FL,4,H,M,1,L,E,A
1225,other,16,H,M,3,L,G,B
1226,other,14,H,F,3,L,F,B
1227,NC,46,U,F,3,L,F,D
1228,other,43,U,F,2,L,G,D
1229,MO,10,H,F,3,L,F,A
1230,other,41,U,M,2,L,G,C
1231,CA,14,H,F,3,L,G,A
1232,other,17,U,M,3,L,F,B
1233,NC,35,H,F,3,L,D,B
1234,CA,17,H,M,3,L,E,A
1235,other,51,U,F,3,L,D,D
1236,FL,28,U,M,3,L,G,B
1237,IL,13,H,M,2,L,F,A
1238,other,43,H,M,3,L,G,B
1239,CA,1,U,F,2,L,F,A
1240,other,37,H,F,3,L,E,B
1241,other,44,H,F,3,L,G,C
1242,IN,36,U,M,2,L,F,D
1243,other,44,H,M,2,L,F,D
1244,TX,11,H,M,3,L,F,B
1245,other,40,H,M,2,L,E,B
1246,other,40,U,M,1,L,F,B
1247,other,24,H,M,1,L,F,B
1248,CA,34,U,F,3,L,G,C
1249,FL,41,H,F,2,L,F,B
1250,other,38,H,F,3,L,F,D
1251,other,11,H,M,3,L,F,B
1252,MO,16,U,F,3,L,F,B
1253,other,24,H,M,3,L,F,B
1254,other,49,H,F,2,L,E,D
1255,other,40,U,F,3,L,F,B
1256,CA,11,U,F,3,L,G,A
1257,IL,36,H,M,3,L,F,B
1258,NC,30,H,F,3,L,E,D
1259,MO,22,H,M,3,L,F,A
1260,IL,12,U,F,3,L,E,A
1261,CA,15,H,F,1,L,G,A
1262,other,51,H,M,2,L,F,C
1263,other,22,U,F,1,L,F,B
1264,TX,30,U,M,3,L,F,B
1265,TX,51,U,M,3,L,F,D
1266,MI,13,H,M,3,L,F,A
1267,WI,24,U,F,1,L,E,B
1268,IL,4,U,F,3,L,F,A
1269,other,37,U,F,3,L,E,D
1270,other,51,H,F,2,L,D,C
1271,other,2,H,M,3,L,F,B
1272,NC,39,U,M,2,L,F,B
1273,FL,9,U,F,3,L,F,A
1274,MO,30,U,F,3,L,G,B
1275,WI,48,U,M,3,L,F,D
1276,other,25,H,F,3,L,F,B
1277,MI,44,H,F,2,L,E,B
1278,other,41,U,F,3,L,E,B
1279,other,27,H,other,3,L,F,A
1280,FL,36,H,F,3,L,F,B
1281,NC,47,H,F,2,L,F,C
1282,IL,26,U,F,3,L,G,A
1283,WI,35,H,M,3,L,F,B
1284,WI,20,H,F,2,L,G,B
1285,FL,8,U,F,3,L,E,A
1286,MI,10,H,F,2,L,F,A
1287,other,43,U,other,1,L,G,D
1288,IL,7,U,F,3,L,E,A
1289,FL,26,U,M,3,L,F,B
1290,other,51,H,F,3,L,F,D
1291,CA,40,H,F,2,L,F,A
1292,other,44,H,F,3,L,F,B
1293,MI,16,H,M,3,L,E,A
1294,IL,24,H,F,3,L,E,A
1295,other,35,U,F,2,L,F,C
1296,other,31,U,M,2,L,F,C
1297,other,20,U,M,1,L,F,B
1298,CA,35,H,M,2,L,F,A
1299,TX,4,U,F,3,L,F,A
1300,MI,17,U,M,3,L,F,B
1301,CA,3,H,M,3,L,F,A
1302,other,40,H,F,2,L,F,B
1303,WI,25,U,F,3,L,F,B
1304,other,29,U,F,1,L,G,B
1305,FL,37,U,F,3,L,E,A
1306,IL,9,U,F,3,L,E,A
1307,other,40,U,M,3,L,F,C
1308,TX,36,H,M,3,L,G,D
1309,other,22,H,F,3,L,F,B
1310,other,18,H,M,2,L,D,D
1311,other,35,H,M,3,L,F,C
1312,MI,40,H,F,3,L,F,A
1313,IN,11,H,M,1,L,G,B
1314,other,10,U,M,3,L,F,A
1315,other,40,H,F,3,L,F,C
1316,NC,45,H,M,2,L,G,D
1317,TX,21,U,F,1,L,D,B
1318,FL,41,H,M,3,L,E,C
1319,other,14,H,F,2,L,G,A
1320,CA,13,H,M,3,L,G,A
1321,other,49,H,F,2,L,G,D
1322,WA,18,U,F,3,L,E,A
1323,other,40,H,M,3,L,G,D
1324,MO,5,H,F,3,L,F,A
1325,other,51,H,M,2,L,D,D
1326,CA,10,U,F,3,L,F,A
1327,IL,13,H,M,3,L,G,A
1328,MI,16,U,F,3,L,F,A
1329,FL,17,U,M,3,L,G,B
1330,GA,16,H,F,2,L,F,A
1331,other,49,U,M,3,L,E,D
1332,NC,34,H,F,3,L,F,B
1333,TX,35,U,F,2,L,G,A
1334,other,10,U,M,3,L,F,A
1335,MI,16,U,M,3,L,E,A
1336,other,36,H,M,3,L,F,B
1337,MI,11,U,F,3,L,F,A
1338,other,2,U,F,3,L,E,B
1339,FL,23,H,F,3,L,G,B
1340,other,24,U,M,3,L,D,C
1341,other,11,H,M,2,L,F,B
1342,CA,8,U,F,3,L,D,A
1343,other,39,U,F,3,L,G,B
1344,FL,9,H,F,3,L,G,A
1345,IN,45,U,F,3,L,F,D
1346,other,3,U,M,3,L,E,B
1347,CA,14,U,F,2,L,G,A
1348,TX,10,U,M,2,L,F,A
1349,GA,21,U,M,3,L,E,A
1350,FL,24,H,M,3,L,E,B
1351,CA,13,H,F,2,L,F,A
1352,CA,7,U,F,3,L,G,A
1353,IN,12,U,M,3,L,F,A
1354,WI,20,H,M,3,L,F,B
1355,other,51,H,F,3,L,D,D
1356,FL,10,H,M,2,L,F,A
1357,WI,45,H,M,3,L,F,D
1358,FL,12,U,F,3,L,F,A
1359,WA,25,H,F,3,L,G,A
1360,IN,51,U,F,3,L,F,D
1361,other,31,U,M,2,L,G,C
1362,CA,3,U,F,3,L,F,A
1363,CA,19,H,M,3,L,F,A
1364,CA,2,U,M,3,L,F,A
1365,FL,23,H,M,3,L,F,A
1366,other,26,U,F,3,L,D,B
1367,IL,45,H,M,3,L,E,D
1368,GA,41,U,F,2,L,E,C
1369,CA,10,U,M,3,L,D,A
1370,other,18,H,M,3,L,D,A
1371,other,30,U,M,2,L,G,B
1372,MI,5,H,F,3,L,G,A
1373,WI,40,U,F,3,L,F,C
1374,other,49,H,F,2,L,F,B
1375,IN,22,U,F,1,L,G,C
1376,GA,27,U,F,3,L,G,B
1377,other,51,U,F,2,L,D,C
1378,FL,45,U,F,3,L,F,D
1379,GA,39,U,F,3,L,E,C
1380,CA,35,U,F,3,L,F,A
1381,other,39,U,F,3,L,F,D
1382,CA,3,H,F,2,L,F,A
1383,CA,20,H,M,3,L,E,A
1384,other,40,H,F,1,L,E,B
1385,other,17,U,F,3,L,F,A
1386,IL,24,U,F,3,L,F,A
1387,other,39,H,F,3,L,F,B
1388,TX,11,H,F,3,L,D,B
1389,FL,23,U,M,3,L,F,B
1390,GA,24,H,F,3,L,F,A
1391,WI,49,U,F,2,L,E,B
1392,other,16,H,M,3,L,F,B
1393,GA,35,H,M,3,L,D,A
1394,other,24,H,M,3,L,F,B
1395,CA,2,U,M,3,L,F,A
1396,other,28,H,M,3,L,E,C
1397,other,45,H,M,2,L,F,D
1398,other,7,H,M,3,L,G,B
1399,other,36,U,M,3,L,F,D
1400,NC,45,U,F,3,L,G,D
1401,TX,10,U,F,3,L,E,B
1402,FL,20,H,M,3,L,E,B
1403,FL,10,U,M,2,L,E,A
1404,MI,20,U,F,3,L,E,A
1405,WA,12,U,M,3,L,G,A
1406,CA,13,U,M,1,L,F,A
1407,other,34,H,F,3,L,F,D
1408,FL,27,H,F,3,L,F,C
1409,CA,11,H,F,2,L,G,A
1410,TX,15,U,M,3,L,G,C
1411,other,24,H,M,3,L,F,C
1412,GA,39,U,M,1,L,F,B
1413,FL,20,H,F,3,L,F,B
1414,CA,5,H,F,3,L,E,A
1415,TX,38,U,F,3,L,E,D
1416,CA,42,U,M,3,L,F,B
1417,TX,53,U,M,2,L,G,D
1418,CA,8,H,M,2,L,F,A
1419,WI,40,H,M,3,L,E,A
1420,FL,26,H,F,3,L,F,C
1421,CA,25,U,F,3,L,F,B
1422,other,2,U,F,1,L,E,B
1423,other,14,H,M,3,L,G,B
1424,GA,40,U,F,3,L,D,D
1425,other,45,U,M,3,L,F,D
1426,WI,44,U,M,2,L,E,C
1427,other,46,U,M,3,L,F,D
1428,other,36,H,F,3,L,G,C
1429,GA,42,U,F,3,L,F,B
1430,CA,6,H,F,2,L,F,A
1431,other,45,U,M,3,L,E,C
1432,IL,24,U,F,3,L,G,C
1433,other,7,H,other,2,L,D,B
1434,other,51,U,F,3,L,F,B
1435,IL,29,H,M,3,L,F,A
1436,TX,25,U,F,1,L,F,A
1437,WI,14,U,F,3,L,E,B
1438,IN,39,H,M,3,L,D,B
1439,MO,53,U,F,3,L,E,D
1440,other,13,H,F,3,L,F,A
1441,CA,20,H,M,1,L,F,A
1442,other,1,H,F,2,L,G,A
1443,MI,5,H,M,3,L,G,A
1444,other,43,H,F,2,L,F,B
1445,WA,44,H,F,3,L,G,C
1446,other,51,U,M,3,L,F,D
1447,CA,37,H,F,3,L,G,C
1448,other,36,U,F,3,L,E,B
1449,FL,20,U,F,3,L,F,A
1450,other,22,H,F,3,L,G,B
1451,CA,8,U,M,3,L,F,A
1452,MI,53,H,M,2,L,G,D
1453,TX,24,H,F,3,L,F,D
1454,CA,13,H,M,3,L,E,A
1455,NC,25,U,F,3,L,F,C
1456,CA,9,H,F,3,L,E,A
1457,CA,44,H,F,2,L,D,D
1458,other,30,U,M,3,L,E,C
1459,WA,36,H,M,3,L,E,B
1460,MI,49,U,F,3,L,F,C
1461,CA,7,H,F,2,L,G,A
1462,IL,1,H,F,3,L,G,A
1463,other,16,U,M,3,L,G,B
1464,TX,27,U,M,1,L,F,B
